Age,Attrition,AttritionFlag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalaryBand,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,Yes,1,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,Mid,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
24,No,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,Mid,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
27,No,0,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,Mid,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
27,No,0,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,Low,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
40,Yes,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,Low,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
29,No,0,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,Mid,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
36,No,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,High,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
25,No,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,Mid,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
39,No,0,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,Mid,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
49,No,0,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,16413,Very High,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
50,No,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,Very High,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
20,No,0,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,2783,Low,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
34,No,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433,Mid,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
36,No,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,Low,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
49,No,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966,Very High,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
36,No,0,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Mid,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
36,No,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,High,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
54,No,0,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,17426,Very High,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
43,No,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,Very High,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
35,Yes,1,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,Mid,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
38,No,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,Mid,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
29,No,0,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,Mid,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
33,No,0,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,Mid,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
32,No,0,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,Mid,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
31,No,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,Mid,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
49,No,0,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,Low,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
38,No,0,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,Low,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
47,No,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,15972,Very High,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
49,No,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379,Very High,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
41,No,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,7082,High,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
20,No,0,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,Low,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
33,No,0,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,Mid,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
36,No,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,Mid,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
44,No,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,Mid,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
23,Yes,1,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989,Mid,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
38,No,0,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,Mid,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
53,No,0,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005,High,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
48,Yes,1,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,Low,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
32,Yes,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,Low,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
26,No,0,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,Low,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
55,No,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,Mid,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
34,No,0,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,Mid,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
60,No,0,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,Very High,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
33,No,0,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,Low,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
37,No,0,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,High,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
34,No,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,Low,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
23,Yes,1,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,Low,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
44,No,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,High,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
35,No,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,Mid,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
43,No,0,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,High,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
24,No,0,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,Mid,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
41,No,0,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,High,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
29,No,0,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Low,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
36,No,0,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Mid,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
45,No,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,Very High,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
24,Yes,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,Low,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
47,Yes,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,Very High,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
26,No,0,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,Low,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
45,No,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,Very High,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
32,No,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,Mid,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
31,No,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,Mid,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
41,No,0,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,High,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
40,No,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,High,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
24,No,0,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,Mid,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
46,No,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,Mid,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
35,No,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,High,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
30,No,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,Low,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
47,No,0,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,Mid,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
46,No,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,Very High,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
36,Yes,1,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,High,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
32,Yes,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,High,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
23,No,0,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,Mid,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
31,No,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,Mid,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
39,No,0,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,High,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
32,No,0,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,High,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
40,No,0,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,Very High,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
45,No,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,High,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
30,No,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,Mid,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
24,No,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,Low,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
30,Yes,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,Low,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
31,No,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,High,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
27,No,0,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,Mid,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
29,Yes,1,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Low,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
29,No,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,High,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
30,No,0,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,High,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
34,No,0,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,Low,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
33,No,0,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,Mid,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
49,No,0,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,Mid,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
33,Yes,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,High,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0
38,No,0,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,Low,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
31,Yes,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,High,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
29,No,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Low,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
30,No,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,Mid,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
32,No,0,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,Low,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7
38,No,0,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,Mid,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
43,Yes,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,Low,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
42,No,0,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,Low,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
55,No,0,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038,Very High,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
33,No,0,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,Mid,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
41,No,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,Low,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
34,No,0,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,Mid,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7
53,No,0,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,Very High,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2
43,No,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,3539,Mid,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8
34,No,0,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,High,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2
21,Yes,1,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,2679,Low,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0
38,No,0,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,Mid,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
22,Yes,1,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,Low,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
31,No,0,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,Mid,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
51,No,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116,Very High,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
37,No,0,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Mid,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
46,No,0,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,Very High,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
36,No,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,High,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
44,Yes,1,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Low,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
37,No,0,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,Mid,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
35,Yes,1,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,Mid,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7
33,No,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,Mid,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
28,No,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,Low,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
39,No,0,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464,Very High,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2
46,No,0,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,High,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
40,No,0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,Mid,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2
42,No,0,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,Mid,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
35,No,0,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,Mid,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
38,No,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,Low,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
34,Yes,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,Mid,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7
37,Yes,1,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,Mid,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
39,No,0,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,Mid,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2
43,No,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,Low,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
41,No,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,High,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2
41,No,0,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,Very High,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
30,No,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,High,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
26,Yes,1,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,Low,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
46,Yes,1,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,High,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
40,No,0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,High,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
34,No,0,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,High,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8
